movie,genre,plot
Mystery Incorporated,"['Crime', ' Drama', ' Mystery']","Following the mysterious circumstances of his parents' deaths, Fred Jones teams up with three of his classmates (and a dog) to seek the truth behind it. Along the way, they must encounter ghosts, vampires, and the occult."
The 7 Lives of Lea,"['Crime', ' Drama', ' Fantasy']","Follows a woman who stumbles upon the body of Ismael, a teenager who disappeared thirty years earlier, with the event taking her back to 1991 and seeing her wake up every morning in the body of a different person."
Crash,['Drama'],"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife."
King Richard,"['Biography', ' Drama', ' Sport']",A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.
Father Brown,"['Crime', ' Drama', ' Mystery']",Series inspired by the stories of GK Chesterton; a Catholic priest has a knack for solving mysteries in his English village.
Murdoch Mysteries,"['Crime', ' Drama', ' Mystery']","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders."
Angelyne,"['Biography', ' Drama']","Fame, identity, billboards, Corvettes, women teasing men, men obsessed with women, West Hollywood, crystals, UFOs, and the self-proclaimed Rorschach test in pink, glow-in-the-dark queen of the universe, Angelyne."
Twilight,"['Drama', ' Fantasy', ' Romance']","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."
Endeavour,"['Crime', ' Drama', ' Mystery']","Set from 1965 to 1971, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford."
Little House on the Prairie,"['Drama', ' Family', ' Romance']",The life and adventures of the Ingalls family in the nineteenth century American Midwest.
The Outsiders,"['Crime', ' Drama']","The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other."
Pretty Little Liars,"['Drama', ' Mystery', ' Romance']","Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend."
Black Mass,"['Biography', ' Crime', ' Drama']","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
Ridley Road,"['Drama', ' Thriller']","When Vivien Epstein follows her lover into danger and he is caught between life and death, Vivien finds herself going undercover with the fascists, not only for him but for the sake of her country."
Virgin River,"['Drama', ' Romance']","Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds."
Animal Kingdom,"['Crime', ' Drama']","Centers on a Southern California family, whose excessive lifestyle is fueled by their criminal activities."
The Silence of the Lambs,"['Crime', ' Drama', ' Thriller']","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
Whiplash,"['Drama', ' Music']",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
Pride & Prejudice,"['Drama', ' Romance']","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
Columbo,"['Crime', ' Drama', ' Mystery']",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.
Hold Tight,"['Crime', ' Drama', ' Mystery']","When a young man goes missing soon after his friend dies, life in a tight-knit, affluent Warsaw suburb slowly unravels, exposing secrets and lies."
Charmed,"['Drama', ' Fantasy', ' Mystery']","Three sisters discover their destiny, to battle against the forces of evil, using their witchcraft. They are the Charmed Ones."
Amsterdam,"['Drama', ' History']","Set in the '30s, it follows three friends who witness a murder, become suspects themselves, and uncover one of the most outrageous plots in American history."
All American,"['Drama', ' Sport']","When a star high school football player from South Central is recruited to play for Beverly Hills High School, two separate worlds collide."
The Blue Lagoon,"['Adventure', ' Drama', ' Romance']","In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene."
Little Women,"['Drama', ' Romance']","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
House of Cards,['Drama'],A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.
Mare of Easttown,"['Crime', ' Drama', ' Mystery']",A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.
How to Get Away with Murder,"['Crime', ' Drama', ' Mystery']",A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.
Apocalypse Now,"['Drama', ' Mystery', ' War']",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
After,"['Drama', ' Romance']",A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.
Snowfall,"['Crime', ' Drama']",A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.
Hacksaw Ridge,"['Biography', ' Drama', ' History']","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Call Me by Your Name,"['Drama', ' Romance']","In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant."
Big Little Lies,"['Crime', ' Drama', ' Mystery']","The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single mother moves to their quaint Californian beach town."
Jhund,"['Biography', ' Drama', ' Sport']","Based on the life of Vijay Barse, a retired sports teacher who founded an NGO called Slum Soccer. He managed to rehabilitate street kids by keeping them off drugs and crime by turning them into soccer players and building a whole team."
His Dark Materials,"['Adventure', ' Drama', ' Family']",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.
When Calls the Heart,"['Drama', ' Romance']","Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west."
The West Wing,['Drama'],Inside the lives of staffers in the West Wing of the White House.
42 Days of Darkness,"['Crime', ' Drama', ' Mystery']","A Woman's Struggle to Find the Whereabouts of her Missing Sister. This Will Have to Fight Against the Negligence of the Institutions, The Prejudices of Loneliness and The Harassment of the Media."
The Greatest Showman,"['Biography', ' Drama', ' Musical']",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.
The Devil All the Time,"['Crime', ' Drama', ' Thriller']",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
Help,['Drama'],"Sarah seems to have found her calling working in a Liverpool care home where she has a special talent for connecting with the residents. Then, in March 2020, the Coronavirus pandemic hits."
That Dirty Black Bag,"['Drama', ' Western']","Two men face off in a savage, deserted world."
Gossip Girl,"['Drama', ' Romance']",Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.
Lolita,"['Drama', ' Romance']","An English professor falls for a minor, and has to face the consequences of his actions."
Dexter: New Blood,"['Crime', ' Drama', ' Mystery']","Set 10 years after Dexter Morgan went missing in the eye of Hurricane Laura, he is now living under an assumed name in Upstate New York, Iron Lake, far from his original home in Miami."
Once Upon a Time in America,"['Crime', ' Drama']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
The Leftovers,"['Drama', ' Fantasy', ' Mystery']","Three years after the disappearance of 2% of the global human population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event."
Super Pumped: The Battle for Uber,"['Biography', ' Drama']","The roller-coaster ride of the upstart transportation company, embodying the highs and lows of Silicon Valley."
Bohemian Rhapsody,"['Biography', ' Drama', ' Music']","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)."
Boardwalk Empire,"['Crime', ' Drama', ' History']",An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.
Scarface,"['Crime', ' Drama']","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
Devils,"['Drama', ' Thriller']",A worldwide financial conspiracy is discovered by a group of traders of a large investment bank.
American Crime Story,"['Biography', ' Crime', ' Drama']",An anthology series centered around America's most notorious crimes and criminals.
Vera,"['Crime', ' Drama', ' Mystery']","With her caustic wit and singular charm, DCI Vera Stanhope leads her team as they face a series of captivating murder mysteries set against the breathtaking Northumberland landscape."
Silent Witness,"['Crime', ' Drama', ' Mystery']",Crimes through the eyes of a team of forensic pathologists and forensic scientists.
Happening,['Drama'],"An adaptation of Annie Ernaux's eponymous novel, looking back on her experience with abortion when it was still illegal in France in the 1960s."
Promising Young Woman,"['Crime', ' Drama', ' Mystery']","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path."
The Godfather: Part III,"['Crime', ' Drama']","Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
Time,"['Crime', ' Drama']","Eric is a prison officer who tries to protect those in his charge. When one of the most dangerous inmates identifies his weakness, Eric faces an impossible choice between his principles and his love for his family."
The Eyes of Tammy Faye,"['Biography', ' Drama', ' Romance']","An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker."
Edward Scissorhands,"['Drama', ' Fantasy', ' Romance']","An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
Young Royals,"['Drama', ' Romance']","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated."
Stand by Me,"['Adventure', ' Drama']","After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
The Americans,"['Crime', ' Drama', ' Mystery']","At the height of the Cold War, two Russian agents pose as the average American couple, complete with family."
A Very British Scandal,"['Drama', ' History']",The story of events surrounding the notorious divorce of the Duke and Duchess of Argyll during the 1960s.
Wind River,"['Crime', ' Drama', ' Mystery']",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
Romeo + Juliet,"['Drama', ' Romance']",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
American Beauty,['Drama'],A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
42,"['Biography', ' Drama', ' Sport']","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
Dynasty,['Drama'],Follows two of America's wealthiest families as they feud for control over their fortune and their children.
Degrassi: The Next Generation,"['Drama', ' Romance']",The lives of the kids at Degrassi Community School dealing with the serious and sometimes taboo issues that plague teenagers.
A Discovery of Witches,"['Drama', ' Fantasy', ' Romance']","Diana Bishop, historian and witch, accesses Ashmole 782 and knows she must solve its mysteries. She is offered help by the enigmatic Matthew Clairmont, but he's a vampire and witches should never trust vampires."
The King,"['Biography', ' Drama', ' History']","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life."
The Missing,"['Crime', ' Drama', ' Mystery']",Tony and Emily Hughes' vacation turns into a nightmare when their 5-year-old son Oliver disappears from a large celebrating crowd in Northern France.
No Man of Her Own,"['Drama', ' Film-Noir', ' Romance']","A pregnant woman adopts the identity of a railroad crash victim and starts a new life with the woman's wealthy in-laws, but is soon blackmailed by her devious ex."
The Prestige,"['Drama', ' Mystery', ' Thriller']","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
Boogie Nights,['Drama'],"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent."
13 Reasons Why,"['Drama', ' Mystery', ' Thriller']","Follows teenager Clay Jensen, in his quest to uncover the story behind his classmate and crush, Hannah, and her decision to end her life."
The Lion King,"['Animation', ' Adventure', ' Drama']","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
What's Eating Gilbert Grape,['Drama'],A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
Mayor of Kingstown,"['Crime', ' Drama', ' Thriller']","The McLusky family are power brokers tackling themes of systemic racism, corruption and inequality in Kingstown, Michigan, where the business of incarceration is the only thriving industry."
12 Angry Men,"['Crime', ' Drama']",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.
Uncut Gems,"['Crime', ' Drama', ' Thriller']","With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
Platoon,"['Drama', ' War']","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
Kids,['Drama'],"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins."
Elementary,"['Crime', ' Drama', ' Mystery']","A modern take on the cases of Sherlock Holmes, with the detective now living in New York City."
The Many Saints of Newark,"['Crime', ' Drama']","Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time."
Unbelievable,"['Crime', ' Drama']","A teenager is charged with lying about having been raped, but two detectives follow the path to the truth."
The Voyeurs,"['Drama', ' Mystery', ' Thriller']","Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite, this will set in motion a chain of events that will lead to disaster."
The Handmaiden,"['Drama', ' Romance', ' Thriller']","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
Nine Perfect Strangers,"['Drama', ' Mystery', ' Thriller']",Nine stressed city dwellers visit a boutique health-and-wellness resort that promises healing and transformation. The resort's director is a woman on a mission to reinvigorate their tired minds and bodies.
Blue Is the Warmest Colour,"['Drama', ' Romance']","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
There Will Be Blood,['Drama'],"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
The Chosen,"['Drama', ' History']",A charismatic fisherman struggling with debt. A troubled woman wrestling with demons. A gifted accountant ostracised from his family and people. In this ground-breaking first season of The Chosen see how Jesus reaches each of these and more as He works His first miracles and embarks on His ministry to change the world. See Him through the eyes of those who knew Him.
Vortex,['Drama'],The last days of an elderly couple stricken by dementia.
Room,"['Drama', ' Thriller']","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
Unfaithful,"['Drama', ' Romance', ' Thriller']",A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
The Lost City of Z,"['Adventure', ' Biography', ' Drama']","A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s."
Drive My Car,['Drama'],A renowned stage actor and director learns to cope with his wife's unexpected passing when he receives an offer to direct a production of Uncle Vanya in Hiroshima.
The Father,"['Drama', ' Mystery']","A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
Black Swan,"['Drama', ' Thriller']","A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
The Waltons,"['Drama', ' Family', ' Romance']",The life and trials of a 1930s and 1940s Virginia mountain family through financial depression and World War II.
"tick, tick... BOOM!","['Biography', ' Drama', ' Musical']","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City."
Eyes Wide Shut,"['Drama', ' Mystery', ' Thriller']","A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing."
The Great Gatsby,"['Drama', ' Romance']","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
A Beautiful Mind,"['Biography', ' Drama']","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
Casino,"['Crime', ' Drama']","A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite."
Marple,"['Crime', ' Drama', ' Mystery']",An elderly spinster living in the village of St. Mary Mead helps her friends and relatives solve mysterious murders.
Shetland,"['Crime', ' Drama', ' Mystery']",DI Jimmy Perez and his team investigate crimes within the close knit island community of Shetland.
Pig,"['Drama', ' Mystery', ' Thriller']",A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.
Braveheart,"['Biography', ' Drama', ' History']",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
Petite Maman,"['Drama', ' Fantasy']",Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her same age building a treehouse.
Savage Beauty,['Drama'],"Seeking revenge for her tragic past, a mysterious woman embeds herself in a powerful family who possess a global beauty empire - and dark secrets."
The Sixth Sense,"['Drama', ' Mystery', ' Thriller']","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
Spencer,"['Biography', ' Drama']","Diana Spencer, struggling with mental-health problems during her Christmas holidays with the Royal Family at their Sandringham estate in Norfolk, England, decides to end her decade-long marriage to Prince Charles."
A besúgó,"['Drama', ' Thriller']","In Communist Hungary in 1985, Geri is eager to start his first year of college. But his plans are interrupted when the State Security blackmails him into spying on Zsolt Száva, a radical pro-democracy leader."
Full Metal Jacket,"['Drama', ' War']",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
The Kardashians,"['Drama', ' Reality-TV']","Follow the Kardashian family as they celebrate new ventures and navigate through their new normal; motherhood, relationships, and career goals."
The Fall,"['Crime', ' Drama', ' Thriller']",A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common complexity.
The Usual Suspects,"['Crime', ' Drama', ' Mystery']","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
Minamata,['Drama'],War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.
Veronica Mars,"['Crime', ' Drama', ' Mystery']","After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune."
Stay Close,"['Crime', ' Drama', ' Mystery']","The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past."
Pistol,"['Biography', ' Drama', ' Music']","Based on the memoir of Steve Jones, the legendary Sex Pistols guitarist who helped usher in a punk revolution in Britain."
Hotel Desire,"['Short', ' Drama', ' Romance']","A young single mother drops her son of at the bus stop to visit his dad in Paris. After being late for work, she almost gets fired. At the end of her duties she gets into a tricky situation which she handles, with the advice her colleague gave her."
Fifty Shades Darker,"['Drama', ' Romance']","While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her."
The Girl with the Dragon Tattoo,"['Crime', ' Drama', ' Mystery']","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
One Flew Over the Cuckoo's Nest,['Drama'],"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
Nymphomaniac: Vol. I,['Drama'],A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.
The Stranger,"['Crime', ' Drama', ' Mystery']",Follows the lives of suburban families whose secrets and lies are made public by the appearance of a stranger.
Seven Years in Tibet,"['Adventure', ' Biography', ' Drama']","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet."
The Social Network,"['Biography', ' Drama']","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business."
A Time to Kill,"['Crime', ' Drama', ' Thriller']","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan."
Cyrano,"['Drama', ' Musical', ' Romance']","Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters."
Atonement,"['Drama', ' Mystery', ' Romance']",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
"The Thief, His Wife and the Canoe","['Crime', ' Drama']",Four-part drama based on the extraordinary story of how prison officer John Darwin faked his own death to claim life insurance and avoid bankruptcy - unbeknownst to his two sons.
Blue Velvet,"['Crime', ' Drama', ' Mystery']","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
"Beverly Hills, 90210","['Drama', ' Romance']","A group of friends living in Beverly Hills, California make their way through life from their school days into adulthood."
The Ipcress File,"['Drama', ' Thriller']","As the Cold War rages, ex-smuggler turned reluctant spy Harry Palmer finds himself at the centre of a dangerous undercover mission, on which he must use his links to find a missing British nuclear scientist."
Nocturnal Animals,"['Drama', ' Thriller']","A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale."
No Exit,"['Drama', ' Mystery', ' Thriller']","During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside."
Lord of War,"['Crime', ' Drama']",An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
Boiling Point,"['Drama', ' Thriller']",Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.
The Irishman,"['Biography', ' Crime', ' Drama']",Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.
The Lost Daughter,['Drama'],A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.
Deadwood,"['Crime', ' Drama', ' History']","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime."
The Blind Side,"['Biography', ' Drama', ' Sport']","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Nightcrawler,"['Crime', ' Drama', ' Thriller']","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
The Devil's Advocate,"['Drama', ' Mystery', ' Thriller']",An exceptionally-adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss--the biggest opportunity of his career to date.
Blood Sisters,"['Crime', ' Drama', ' Thriller']","Blood Sisters tells the story of two friends Sarah (Ini Dima-Okojie) and Kemi (Nancy Isime). Sarah is engaged to her dream man, Kola (Deyemi Okanlawon.) However, their seemingly idyllic union has a dark side."
Scandal,"['Drama', ' Thriller']",A former White House Communications Director starts her own crisis management firm only to realize her clients are not the only ones with secrets.
After We Collided,"['Drama', ' Romance']","Based on the 2014 romance novel of the same name, this follows the love life of two young adults."
The Perks of Being a Wallflower,"['Drama', ' Romance']",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.
Survive,"['Adventure', ' Drama', ' Thriller']","When their plane crashes on a remote snow-covered mountain, Jane and Paul have to fight for their lives as the only remaining survivors. Together they embark on a harrowing journey out of the wilderness."
Malena,"['Drama', ' Romance', ' War']","Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town."
Benedetta,"['Biography', ' Drama', ' History']","A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair."
Babylon,['Drama'],Plot unknown. Rumored to be set in period Hollywood.
Power Book IV: Force,"['Crime', ' Drama']",Follows Tommy Egan after he cuts ties and puts New York in his rear-view mirror for good.
Wild Things,"['Crime', ' Drama', ' Mystery']",A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.
The Weekend Away,"['Crime', ' Drama', ' Mystery']","A weekend getaway to Croatia that goes awry when a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret."
City of God,"['Crime', ' Drama']","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
"Salò, or the 120 Days of Sodom",['Drama'],"In World War II Italy, four fascist libertines round up nine adolescent boys and girls and subject them to 120 days of physical, mental, and sexual torture."
Redeeming Love,"['Drama', ' History', ' Romance']","Sold into prostitution as a child, Angel knows nothing but betrayal. Can her heart ever be mended? Based upon the novel by Francine Rivers."
Power,"['Crime', ' Drama']","James ""Ghost"" St. Patrick, a wealthy New York nightclub owner who has it all, catering to the city's elite and dreaming big, lives a double life as a drug kingpin."
Summertime,"['Drama', ' Romance']","A modern love story, set during a summer on the Adriatic coast. An undeniable attraction unites Ale and Summer, two people from very different worlds."
Guilty Minds,['Drama'],"Guilty Minds is a legal drama about one family that is the paragon of virtue and the other, a leading law firm dealing with all shades of grey."
American History X,['Drama'],A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
The Age of Adaline,"['Drama', ' Fantasy', ' Romance']","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into."
Harry Wild,"['Drama', ' Mystery', ' Thriller']",A recently retired English professor discovers a real knack for investigation and cannot help but interfere with the cases assigned to her police detective son.
Basic Instinct,"['Drama', ' Mystery', ' Thriller']",A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
The Talented Mr. Ripley,"['Crime', ' Drama', ' Thriller']","In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
Perry Mason Returns,"['Crime', ' Drama', ' Mystery']","When his former secretary Della Street is accused of murder, Perry Mason gives up a judgeship to defend her."
Good Time,"['Crime', ' Drama', ' Thriller']","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail."
The Good Wife,"['Crime', ' Drama', ' Mystery']","Alicia Florrick has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm."
Catch Me If You Can,"['Biography', ' Crime', ' Drama']","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
Come and See,"['Drama', ' Thriller', ' War']","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
El Dorado,"['Drama', ' Romance', ' Western']","Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water."
The Tudors,"['Drama', ' History', ' Romance']",A dramatic series about the reign and marriages of King Henry VIII.
Maid,['Drama'],"After fleeing an abusive relationship, a young mother finds a job cleaning houses as she fights to provide for her child and build them a better future."
American Gods,"['Drama', ' Fantasy', ' Mystery']","A recently released ex-convict named Shadow meets a mysterious man who calls himself ""Wednesday"" and who knows more than he first seems to about Shadow's life and past."
The Courier,"['Drama', ' History', ' Thriller']",Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.
Narcos: Mexico,"['Crime', ' Drama']",The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.
The Dreamers,"['Drama', ' Romance']",A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.
